4,5,8500,0
4,6,8500,0
11,4,7000,0
12,8,9500,0
12,2,9000,0
11,5,8000,0
1,5,8000,0
1,6,8500,0
1,7,9000,0
2,1,9500,0
2,2,9000,0
2,3,10000,0
2,4,9000,0
2,5,8500,0
2,6,8500,0
2,7,8500,0
3,1,7000,0
3,2,8000,0
3,3,9000,0
3,4,9000,0
3,5,9000,0
3,6,8000,0
3,7,10000,0
10,1,9000,0
10,2,8500,0
10,3,8500,0
10,4,8000,0
10,5,9500,0
10,6,10500,0
10,7,10000,0
11,1,10000,0
11,2,10500,0
11,3,9000,0
11,4,9000,0
11,5,8000,0
11,6,8500,0
11,7,9500,0
12,1,10000,0
12,2,9500,0
12,3,9500,0
12,4,9000,0
12,5,8500,0
12,6,8500,0
12,7,8000,0
12,1,10000,0
12,2,10000,0
12,3,11000,0
12,4,7500,0
12,5,8000,0
12,6,8000,0
1,6,11000,1
1,8,8500,1
1,8,6500,1
1,1,11000,1
1,1,10500,1
1,1,9500,1
1,3,10000,1
1,3,10500,1
1,2,10000,1
1,3,10000,1
1,4,9500,1
1,2,10500,1
1,2,8500,1
1,4,10000,1
1,2,9000,1
1,4,9500,1
1,7,5500,1
1,8,9000,1
1,1,9000,1
1,3,9000,1
1,7,5500,1
1,4,9500,1
1,3,9000,1
1,3,9000,1
1,8,9500,1
1,3,10000,1
1,1,7000,1
1,2,9500,1
1,2,10000,1
1,3,10000,1
1,2,10000,1
1,2,8500,1
1,3,8500,1
1,8,8000,1
1,4,8000,1
1,3,10000,1
1,3,10000,1
1,1,9500,1
1,1,10000,1
1,2,10000,1
1,2,8500,1
1,2,10500,1
1,2,6000,1
1,1,10500,1
1,2,9000,1
1,2,10000,1
1,3,10000,1
1,1,9500,1
1,1,5500,1
1,5,10000,1
1,5,9000,1
1,7,9500,1
1,2,10000,1
1,6,8000,1
1,5,8500,1
12,6,10500,1
12,2,11000,1
12,8,8500,1
12,3,10500,1
12,7,10000,1
12,7,10000,1
12,6,10000,1
12,3,10500,1
12,2,10500,1
12,1,9000,1
12,3,9500,1
12,4,10500,1
12,3,10000,1
12,1,11500,1
12,1,11500,1
12,7,10000,1
12,2,10000,1
12,3,10500,1
12,1,10500,1
12,3,10000,1
12,2,9500,1
12,4,10000,1
12,2,10000,1
12,2,11000,1
11,1,9000,1
11,2,10000,1
11,2,10000,1
11,1,10000,1
11,2,10500,1
11,2,10000,1
11,2,10000,1
11,2,11000,1
10,3,11000,1
5,2,9500,1
5,3,9500,1
5,1,9000,1
4,7,10000,1
4,3,10000,1
4,3,10000,1
4,3,10000,1
4,3,9000,1
4,4,10000,1
4,6,9000,1
4,2,10000,1
4,8,9500,1
4,5,9500,1
4,3,10000,1
4,4,9500,1
4,6,9000,1
4,4,9500,1
4,2,9500,1
4,1,10500,1
4,1,9500,1
4,1,10000,1
4,2,8500,1
4,2,8500,1
3,1,9000,1
3,3,10500,1
3,2,9000,1
3,2,8500,1
3,2,10500,1
3,1,10000,1
3,4,8500,1
3,8,9000,1
3,2,11500,1
3,1,7500,1
3,7,10000,1
3,2,11000,1
3,2,9000,1
3,1,10000,1
3,1,10000,1
3,2,10000,1
3,7,7500,1
3,2,9500,1
3,2,8000,1
3,3,9500,1
3,2,10000,1
3,3,9000,1
3,2,11500,1
3,3,9500,1
3,3,10500,1
3,2,10500,1
3,1,8500,1
3,2,10000,1
3,2,11000,1
3,2,10500,1
3,2,10500,1
3,2,9500,1
3,1,10000,1
3,2,10500,1
3,2,10000,1
3,2,8500,1
2,1,8500,1
2,2,8500,1
2,1,8000,1
2,2,8500,1
2,3,9500,1
2,1,8500,1
2,2,9000,1
2,3,8000,1
2,1,10000,1
2,2,10000,1
2,3,10000,1
2,8,9500,1
2,2,10000,1
2,3,12000,1
2,2,10000,1
2,3,9500,1
2,1,10500,1
2,2,10500,1
2,2,11500,1
2,3,11000,1
2,8,11000,1
2,2,10500,1
2,8,9000,1
2,2,10000,1
2,2,10000,1
2,5,10000,1
2,2,8500,1
2,3,11500,1
2,2,11500,1
2,8,11500,1
2,2,10500,1
1,2,9000,1
1,3,9000,1
1,3,9500,1
1,2,9500,1
1,3,9500,1
1,1,10000,1
1,1,10000,1
1,8,9500,1
4,4,10000,0
4,1,9000,0
4,3,10000,0
4,7,9500,0
4,5,11500,0
4,1,10000,0
4,5,8500,0
4,1,11000,0
4,4,11000,0
4,5,8000,0
4,1,10000,0
4,5,10000,0
2,1,7500,0
4,1,10500,0
4,2,10500,0
4,8,10500,0
2,3,9500,0
2,6,9000,0
2,3,10500,0
2,2,9000,0
2,5,10000,0
4,1,9000,0
4,3,9000,0
4,5,9000,0
2,7,8500,0
4,7,9000,0
1,5,8000,0
1,3,9000,0
4,8,9000,0
1,1,9500,0
4,5,8000,0
1,1,9000,0
1,3,8500,0
4,4,9000,0
1,6,8500,0
1,3,10000,0
1,6,9000,0
1,8,8000,0
1,4,9000,0
4,1,8000,0
1,6,8500,0
4,3,8500,0
4,5,8000,0
4,7,8500,0
4,6,10000,0
5,6,9500,0
5,3,11000,0
10,2,10500,0
4,4,8500,0
2,3,9000,1
2,2,9000,1
2,3,6500,1
2,3,11000,1
2,1,5000,1
2,4,11000,1
2,4,9500,1
2,7,8000,1
2,2,8000,1
2,2,11000,1
2,1,10500,1
2,3,9000,1
2,6,10500,1
2,7,10500,1
1,6,9000,1
1,2,9500,1
1,5,10500,1
1,1,10000,1
1,7,9500,1
1,2,10500,1
1,4,11000,1
1,8,10000,1
1,3,9000,1
1,1,9500,1
1,1,7500,1
1,4,10500,1
1,3,10000,1
12,1,9000,1
12,2,10500,1
12,2,9500,1
12,8,9500,1
12,2,9500,1
12,2,11000,1
12,1,10000,1
11,2,10500,1
11,2,9000,1
11,2,10000,1
11,1,10000,1
11,2,10000,1
11,1,10000,1
10,2,10000,1
6,3,11500,1
6,7,11500,1
6,2,11000,1
5,1,10000,1
5,2,9500,1
5,2,9000,1
5,1,10500,1
5,1,9000,1
5,1,11000,1
5,4,11000,1
5,3,9500,1
5,3,9500,1
4,6,11500,1
4,3,8000,1
4,6,10000,1
4,1,9500,1
3,7,10000,1
3,1,11000,1
3,7,10000,1
3,3,8500,1
3,2,9500,1
3,1,10000,1
3,1,10000,1
3,1,9000,1
3,3,9000,1
3,3,10500,1
3,4,10000,1
3,1,9000,1
3,3,9000,1
3,6,10500,1
3,7,11000,1
3,1,6000,1
3,7,10500,1
3,1,9000,1
3,4,10500,1
3,8,10000,1
3,3,10000,1
3,7,6500,1
3,3,9000,1
3,2,9000,1
3,1,10000,1
3,2,10000,1
3,2,10500,1
3,5,8500,1
3,1,8500,1
3,3,8500,1
3,1,10500,1
3,3,10500,1
3,1,10500,1
3,5,9500,1
3,4,10000,1
3,8,7500,1
3,8,10500,1
3,8,10500,1
2,7,8000,1
2,2,9500,1
2,8,10000,1
2,2,10000,1
2,8,7000,1
2,3,9000,1
2,2,10000,1
2,8,8000,1
2,2,10500,1
2,8,10000,1
2,2,8500,1
2,3,9500,1
2,3,6000,1
2,3,10500,1
2,3,6500,1
2,5,7000,1
2,8,9000,1
2,1,9500,1
2,2,10000,1
2,8,10500,1
2,2,10000,1
2,3,8000,1
2,8,9000,1
2,3,10500,1
2,4,9500,1
2,8,8500,1
2,3,10000,1
2,4,10000,1
2,1,10000,1
2,3,11000,1
2,3,8500,1
2,2,7500,1
2,2,9500,1
2,2,9500,1
2,2,10500,1
2,2,10000,1
2,1,9000,1
2,1,10500,1
2,2,8500,1
2,1,9500,1
2,2,9000,1
2,2,9500,1
2,7,6000,1
1,2,9500,1
1,4,8000,1
1,2,10000,1
1,2,9500,1
1,3,10000,1
1,3,9000,1
1,4,10500,1
1,2,10500,1
1,2,11000,1
1,3,12000,1
1,2,10000,1
1,2,9500,1
1,7,10500,1
1,1,11000,1
1,5,7000,1
1,3,8000,1
1,3,8000,1
1,2,10500,1
1,2,10000,1
1,2,9000,1
1,8,6500,1
1,2,9500,1
1,6,11000,1
1,4,7500,1
1,3,8500,1
1,1,7000,1
1,4,8500,1
1,2,10500,1
1,4,8000,1
1,8,11000,1
1,2,7000,1
1,2,10000,1
1,2,11500,1
1,2,9500,1
1,1,9500,1
1,2,9000,1
1,8,9000,1
1,4,8500,1
1,1,10000,1
1,3,8500,1
1,2,10000,1
1,3,8500,1
1,4,10000,1
1,4,9000,1
1,4,8000,1
1,2,8500,1
1,2,9500,1
1,7,8000,1
